año,provincia,departamento,cultivo,lat,lon,zona_agroclimatica,rendimiento_tn_ha
2018,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,8.01
2019,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,8.19
2020,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,7.67
2021,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,8.33
2022,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,6.16
2023,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,8.55
2024,Tucumán,Tafí Viejo,Maíz,-26.6601491447319,-65.4640739296384,NOA,8.37
2000,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,5.51
2001,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,5.4
2002,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,5.22
2003,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,5.76
2004,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,5.49
2005,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,6.59
2006,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,6.8
2007,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.3
2008,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.0
2009,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,6.85
2010,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.08
2011,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.42
2012,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.6
2013,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.75
2014,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.13
2015,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,6.62
2016,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,5.15
2017,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.86
2018,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,8.01
2019,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,8.19
2020,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,7.67
2021,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,8.33
2022,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,6.16
2023,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,8.55
2024,Tucumán,Trancas,Maíz,-26.3434123363847,-65.4058207897255,NOA,8.37
2000,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,5.51
2001,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,5.4
2002,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,5.22
2003,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,5.76
2004,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,5.49
2005,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,6.59
2006,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,6.8
2007,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.3
2008,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.0
2009,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,6.85
2010,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.08
2011,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.42
2012,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.6
2013,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.75
2014,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.13
2015,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,6.62
2016,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,5.15
2017,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.86
2018,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,8.01
2019,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,8.19
2020,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,7.67
2021,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,8.33
2022,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,6.16
2023,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,8.55
2024,Tucumán,Tafí del Valle,Maíz,-26.5914686020616,-65.8893504834043,NOA,8.37
2000,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,5.51
2001,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,5.4
2002,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,5.22
2003,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,5.76
2004,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,5.49
2005,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,6.59
2006,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,6.8
2007,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.3
2008,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.0
2009,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,6.85
2010,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.08
2011,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.42
2012,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.6
2013,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.75
2014,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.13
2015,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,6.62
2016,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,5.15
2017,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.86
2018,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,8.01
2019,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,8.19
2020,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,7.67
2021,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,8.33
2022,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,6.16
2023,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,8.55
2024,Tucumán,La Cocha,Maíz,-27.7940604809292,-65.5977877083311,NOA,8.37
2000,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,5.51
2001,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,5.4
2002,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,5.22
2003,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,5.76
2004,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,5.49
2005,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,6.59
2006,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,6.8
2007,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.3
2008,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.0
2009,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,6.85
2010,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.08
2011,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.42
2012,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.6
2013,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.75
2014,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.13
2015,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,6.62
2016,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,5.15
2017,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.86
2018,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,8.01
2019,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,8.19
2020,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,7.67
2021,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,8.33
2022,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,6.16
2023,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,8.55
2024,Tucumán,Graneros,Maíz,-27.7132775964524,-65.2550360276541,NOA,8.37
2000,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,5.51
2001,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,5.4
2002,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,5.22
2003,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,5.76
2004,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,5.49
2005,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,6.59
2006,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,6.8
2007,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.3
2008,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.0
2009,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,6.85
2010,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.08
2011,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.42
2012,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.6
2013,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.75
2014,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.13
2015,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,6.62
2016,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,5.15
2017,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.86
2018,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,8.01
2019,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,8.19
2020,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,7.67
2021,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,8.33
2022,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,6.16
2023,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,8.55
2024,Tucumán,Juan Bautista Alberdi,Maíz,-27.6060757021473,-65.7831912587906,NOA,8.37
2000,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,5.51
2001,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,5.4
2002,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,5.22
2003,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,5.76
2004,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,5.49
2005,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,6.59
2006,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,6.8
2007,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.3
2008,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.0
2009,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,6.85
2010,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.08
2011,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.42
2012,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.6
2013,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.75
2014,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.13
2015,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,6.62
2016,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,5.15
2017,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.86
2018,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,8.01
2019,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,8.19
2020,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,7.67
2021,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,8.33
2022,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,6.16
2023,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,8.55
2024,Tucumán,Río Chico,Maíz,-27.4501203542874,-65.7518266389415,NOA,8.37
2000,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,5.51
2001,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,5.4
2002,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,5.22
2003,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,5.76
2004,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,5.49
2005,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,6.59
2006,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,6.8
2007,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.3
2008,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.0
2009,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,6.85
2010,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.08
2011,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.42
2012,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.6
2013,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.75
2014,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.13
2015,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,6.62
2016,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,5.15
2017,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.86
2018,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,8.01
2019,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,8.19
2020,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,7.67
2021,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,8.33
2022,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,6.16
2023,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,8.55
2024,Tucumán,Simoca,Maíz,-27.4238370613532,-65.2924847788807,NOA,8.37
2000,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,5.51
2001,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,5.4
2002,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,5.22
2003,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,5.76
2004,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,5.49
2005,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,6.59
2006,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,6.8
2007,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.3
2008,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.0
2009,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,6.85
2010,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.08
2011,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.42
2012,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.6
2013,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.75
2014,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.13
2015,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,6.62
2016,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,5.15
2017,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.86
2018,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,8.01
2019,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,8.19
2020,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,7.67
2021,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,8.33
2022,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,6.16
2023,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,8.55
2024,Tucumán,Chicligasta,Maíz,-27.2696018679715,-65.8110637206058,NOA,8.37
2000,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,5.51
2001,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,5.4
2002,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,5.22
2003,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,5.76
2004,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,5.49
2005,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,6.59
2006,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,6.8
2007,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.3
2008,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.0
2009,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,6.85
2010,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.08
2011,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.42
2012,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.6
2013,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.75
2014,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.13
2015,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,6.62
2016,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,5.15
2017,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.86
2018,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,8.01
2019,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,8.19
2020,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,7.67
2021,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,8.33
2022,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,6.16
2023,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,8.55
2024,Tucumán,Monteros,Maíz,-27.1106201705702,-65.6430768814482,NOA,8.37
2000,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,5.51
2001,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,5.4
2002,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,5.22
2003,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,5.76
2004,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,5.49
2005,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,6.59
2006,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,6.8
2007,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.3
2008,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.0
2009,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,6.85
2010,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.08
2011,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.42
2012,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.6
2013,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.75
2014,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.13
2015,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,6.62
2016,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,5.15
2017,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.86
2018,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,8.01
2019,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,8.19
2020,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,7.67
2021,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,8.33
2022,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,6.16
2023,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,8.55
2024,Tucumán,Leales,Maíz,-27.1918831757327,-65.0848647351414,NOA,8.37
2000,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,5.02
2001,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,4.92
2002,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,4.76
2003,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,5.25
2004,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,5.0
2005,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.0
2006,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.19
2007,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.65
2008,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.38
2009,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.24
2010,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.45
2011,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.76
2012,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.93
2013,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.06
2014,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.49
2015,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.03
2016,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,4.69
2017,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.16
2018,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.3
2019,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.46
2020,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,6.99
2021,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.59
2022,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,5.62
2023,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.79
2024,Chaco,O'Higgins,Maíz,-27.2556537688374,-60.6799749172166,NEA,7.63
2000,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,5.02
2001,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,4.92
2002,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,4.76
2003,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,5.25
2004,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,5.0
2005,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,6.0
2006,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,6.19
2007,Chaco,12 de Octubre,Maíz,-27.3333760774448,-61.4758065480051,NEA,6.65
